hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.008
7,0.102
8,0.221
9,0.335
10,0.418
11,0.634
12,1.08
13,1.72
14,2.36
15,1.994
16,1.835
17,1.447
18,1.037
19,0.585
20,0.2
21,0.01
22,0.0
23,0.0
