hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.013
9,0.293
10,0.59
11,0.518
12,0.596
13,0.645
14,0.623
15,0.66
16,0.679
17,0.6
18,0.292
19,0.039
20,0.0
21,0.0
22,0.0
23,0.0
