hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.002
9,0.274
10,0.948
11,1.537
12,1.952
13,1.847
14,1.633
15,1.379
16,0.756
17,0.086
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
