hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.041
9,0.229
10,0.514
11,1.064
12,1.978
13,2.321
14,2.236
15,1.864
16,1.578
17,1.435
18,0.961
19,0.371
20,0.006
21,0.0
22,0.0
23,0.0
