hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.221
9,1.114
10,2.116
11,2.885
12,3.337
13,3.462
14,3.21
15,2.637
16,1.924
17,1.262
18,0.724
19,0.234
20,0.0
21,0.0
22,0.0
23,0.0
