hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.055
8,0.475
9,1.203
10,1.948
11,2.613
12,3.081
13,3.347
14,3.49
15,3.31
16,2.868
17,2.014
18,1.154
19,0.578
20,0.104
21,0.0
22,0.0
23,0.0
