hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.014
9,0.296
10,0.822
11,1.381
12,1.818
13,2.001
14,1.942
15,1.624
16,0.977
17,0.136
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
