hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.126
10,0.683
11,1.692
12,2.485
13,2.457
14,1.808
15,0.785
16,0.278
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
