hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.009
7,0.201
8,0.661
9,1.504
10,2.385
11,3.037
12,3.472
13,3.685
14,3.701
15,3.522
16,3.13
17,2.524
18,1.705
19,0.835
20,0.237
21,0.03
22,0.0
23,0.0
