hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.095
10,0.314
11,0.527
12,0.687
13,0.734
14,0.65
15,0.436
16,0.154
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
