hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.059
10,0.165
11,0.336
12,0.444
13,0.514
14,0.397
15,0.21
16,0.229
17,0.213
18,0.094
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
