hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.015
8,0.154
9,0.388
10,0.679
11,0.993
12,1.24
13,1.208
14,1.05
15,0.912
16,0.71
17,0.52
18,0.338
19,0.16
20,0.031
21,0.0
22,0.0
23,0.0
