hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.268
9,1.281
10,2.26
11,3.0
12,3.493
13,3.739
14,3.752
15,3.525
16,3.057
17,2.331
18,1.405
19,0.421
20,0.0
21,0.0
22,0.0
23,0.0
