hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.089
10,0.32
11,0.403
12,0.538
13,0.683
14,0.765
15,0.483
16,0.163
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
