hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.059
9,0.685
10,1.989
11,2.827
12,3.18
13,3.233
14,3.004
15,2.481
16,1.626
17,0.256
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
