hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.02
9,0.391
10,1.002
11,1.465
12,1.626
13,1.608
14,1.674
15,1.469
16,0.9
17,0.665
18,0.629
19,0.14
20,0.0
21,0.0
22,0.0
23,0.0
