hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.101
8,0.35
9,0.688
10,1.107
11,1.445
12,1.579
13,1.686
14,1.761
15,1.738
16,1.808
17,1.738
18,1.377
19,0.729
20,0.207
21,0.0
22,0.0
23,0.0
