hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.089
8,0.531
9,1.365
10,2.147
11,2.742
12,3.006
13,3.048
14,2.913
15,2.668
16,2.476
17,2.098
18,1.478
19,0.703
20,0.131
21,0.0
22,0.0
23,0.0
