hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.12
8,0.569
9,1.428
10,2.247
11,2.879
12,3.32
13,3.551
14,3.577
15,3.399
16,3.01
17,2.397
18,1.63
19,0.788
20,0.158
21,0.0
22,0.0
23,0.0
