hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.01
7,0.225
8,0.628
9,1.257
10,1.889
11,2.494
12,3.043
13,3.383
14,3.452
15,2.819
16,1.686
17,1.36
18,0.965
19,0.501
20,0.234
21,0.04
22,0.0
23,0.0
