hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.03
8,0.311
9,0.733
10,1.248
11,1.6
12,1.877
13,1.868
14,1.561
15,1.529
16,1.122
17,0.662
18,0.331
19,0.13
20,0.021
21,0.0
22,0.0
23,0.0
