hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.006
9,0.497
10,1.384
11,2.441
12,3.019
13,3.288
14,3.305
15,3.077
16,2.581
17,1.819
18,0.86
19,0.042
20,0.0
21,0.0
22,0.0
23,0.0
