hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.02
9,0.293
10,0.665
11,0.937
12,1.064
13,1.164
14,1.069
15,0.81
16,0.448
17,0.071
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
