hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.065
8,0.58
9,0.822
10,0.983
11,1.403
12,2.222
13,2.632
14,2.611
15,1.783
16,0.865
17,0.352
18,0.032
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
