hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.024
9,0.191
10,0.504
11,0.56
12,0.417
13,0.434
14,0.442
15,0.373
16,0.298
17,0.252
18,0.33
19,0.014
20,0.0
21,0.0
22,0.0
23,0.0
