hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.002
7,0.203
8,0.698
9,1.415
10,1.98
11,2.357
12,2.689
13,3.287
14,3.533
15,3.419
16,3.07
17,2.483
18,1.721
19,0.86
20,0.239
21,0.03
22,0.0
23,0.0
