hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.204
9,1.148
10,2.154
11,2.952
12,3.452
13,3.705
14,3.705
15,2.932
16,1.096
17,0.593
18,0.38
19,0.139
20,0.0
21,0.0
22,0.0
23,0.0
