hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.042
8,0.411
9,1.051
10,1.785
11,2.519
12,3.015
13,3.263
14,3.168
15,2.998
16,2.582
17,2.091
18,1.271
19,0.548
20,0.076
21,0.0
22,0.0
23,0.0
