hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.198
9,0.786
10,1.447
11,2.376
12,3.271
13,3.253
14,2.881
15,2.074
16,1.239
17,0.443
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
