hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.013
7,0.202
8,0.687
9,1.554
10,2.285
11,2.771
12,3.148
13,3.568
14,3.64
15,3.447
16,3.005
17,2.272
18,1.387
19,0.675
20,0.248
21,0.021
22,0.0
23,0.0
