hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.051
9,0.528
10,1.093
11,1.28
12,1.315
13,1.65
14,1.681
15,1.424
16,1.113
17,0.864
18,0.586
19,0.153
20,0.0
21,0.0
22,0.0
23,0.0
