hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.006
7,0.193
8,0.595
9,1.215
10,1.972
11,2.607
12,3.086
13,3.385
14,3.404
15,3.215
16,2.714
17,1.846
18,1.173
19,0.834
20,0.299
21,0.026
22,0.0
23,0.0
