hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.208
9,0.573
10,0.818
11,0.822
12,0.73
13,0.74
14,0.59
15,0.449
16,0.31
17,0.135
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
