hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.013
8,0.215
9,0.641
10,1.291
11,2.199
12,2.842
13,3.409
14,3.374
15,3.192
16,2.923
17,2.314
18,1.406
19,0.519
20,0.045
21,0.0
22,0.0
23,0.0
