hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.076
9,0.43
10,1.161
11,1.822
12,2.338
13,2.884
14,3.103
15,2.782
16,2.434
17,1.682
18,1.045
19,0.422
20,0.028
21,0.0
22,0.0
23,0.0
