hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.115
10,0.564
11,1.17
12,1.941
13,2.079
14,1.919
15,1.464
16,0.531
17,0.003
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
