hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.119
8,0.566
9,1.384
10,2.148
11,2.747
12,3.185
13,3.408
14,3.456
15,3.267
16,2.867
17,2.292
18,1.569
19,0.76
20,0.165
21,0.0
22,0.0
23,0.0
