hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.004
9,0.071
10,0.268
11,0.613
12,1.054
13,1.567
14,1.09
15,0.814
16,0.45
17,0.313
18,0.002
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
