hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.103
8,0.998
9,2.079
10,2.866
11,3.387
12,3.645
13,3.622
14,3.224
15,2.431
16,1.414
17,0.526
18,0.071
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
