hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.037
10,0.174
11,0.217
12,0.356
13,0.779
14,1.742
15,1.678
16,0.816
17,0.068
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
