hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.014
8,0.474
9,1.446
10,2.332
11,3.053
12,3.546
13,3.803
14,3.629
15,2.911
16,1.923
17,0.989
18,0.407
19,0.193
20,0.02
21,0.0
22,0.0
23,0.0
