hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.001
9,0.181
10,0.463
11,0.703
12,0.844
13,0.673
14,0.671
15,0.811
16,0.57
17,0.358
18,0.243
19,0.025
20,0.0
21,0.0
22,0.0
23,0.0
