hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.066
8,0.23
9,0.416
10,0.716
11,1.203
12,1.792
13,2.515
14,2.823
15,2.788
16,2.487
17,1.961
18,1.355
19,0.695
20,0.19
21,0.0
22,0.0
23,0.0
