hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.093
9,0.301
10,0.654
11,1.166
12,1.754
13,1.954
14,2.067
15,2.235
16,1.753
17,1.265
18,0.81
19,0.339
20,0.005
21,0.0
22,0.0
23,0.0
