hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.818
10,2.051
11,2.771
12,3.144
13,3.169
14,2.875
15,2.214
16,1.11
17,0.028
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
