hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.037
9,0.269
10,0.6
11,0.84
12,0.84
13,0.688
14,0.572
15,0.629
16,0.529
17,0.371
18,0.234
19,0.062
20,0.0
21,0.0
22,0.0
23,0.0
