hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.174
8,0.613
9,1.408
10,2.2
11,2.837
12,3.261
13,3.486
14,3.528
15,3.36
16,2.989
17,2.406
18,1.64
19,0.796
20,0.223
21,0.01
22,0.0
23,0.0
