hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.012
8,0.48
9,1.393
10,2.142
11,2.871
12,3.297
13,3.495
14,3.262
15,2.802
16,2.022
17,1.062
18,0.151
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
