hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.013
9,0.205
10,0.617
11,1.436
12,2.377
13,2.97
14,3.17
15,3.053
16,2.66
17,2.064
18,1.178
19,0.262
20,0.0
21,0.0
22,0.0
23,0.0
