hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.024
8,0.269
9,0.745
10,1.473
11,1.917
12,2.388
13,2.587
14,2.544
15,2.345
16,1.906
17,1.421
18,0.931
19,0.445
20,0.063
21,0.0
22,0.0
23,0.0
