hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.237
9,1.245
10,2.17
11,2.767
12,3.059
13,3.077
14,2.845
15,2.339
16,1.536
17,0.496
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
