hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.083
8,0.51
9,1.377
10,2.2
11,2.818
12,3.258
13,3.481
14,3.495
15,3.31
16,2.93
17,2.318
18,1.548
19,0.723
20,0.136
21,0.0
22,0.0
23,0.0
