hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.023
8,0.452
9,1.328
10,2.167
11,2.832
12,3.279
13,3.313
14,2.955
15,2.849
16,2.855
17,2.321
18,1.516
19,0.626
20,0.051
21,0.0
22,0.0
23,0.0
