hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.034
9,0.611
10,1.421
11,2.234
12,2.607
13,2.767
14,2.371
15,1.718
16,0.748
17,0.093
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
