hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.024
8,0.216
9,0.592
10,1.163
11,1.672
12,2.457
13,2.923
14,3.268
15,3.207
16,3.005
17,2.405
18,1.614
19,0.737
20,0.116
21,0.0
22,0.0
23,0.0
