hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.015
9,0.082
10,0.273
11,0.447
12,0.708
13,0.746
14,1.141
15,1.312
16,0.796
17,0.238
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
