hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.082
8,0.213
9,0.628
10,1.605
11,2.515
12,3.249
13,3.516
14,3.61
15,3.45
16,3.064
17,2.465
18,1.702
19,0.877
20,0.228
21,0.021
22,0.0
23,0.0
