hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.196
8,1.146
9,2.154
10,2.921
11,3.396
12,3.626
13,3.594
14,2.984
15,2.076
16,1.556
17,0.912
18,0.184
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
