hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.225
10,1.007
11,2.205
12,2.746
13,2.785
14,2.506
15,1.873
16,0.863
17,0.004
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
