hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.003
9,0.199
10,0.532
11,0.807
12,0.939
13,0.96
14,0.886
15,0.764
16,0.569
17,0.114
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
