hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.11
8,0.66
9,1.578
10,2.42
11,3.07
12,3.503
13,3.72
14,3.725
15,3.52
16,3.104
17,2.476
18,1.659
19,0.757
20,0.146
21,0.0
22,0.0
23,0.0
