hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.015
8,0.446
9,1.356
10,2.232
11,2.918
12,3.379
13,3.612
14,3.625
15,3.418
16,2.989
17,2.33
18,1.487
19,0.59
20,0.042
21,0.0
22,0.0
23,0.0
