hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.003
7,0.217
8,0.7
9,1.293
10,1.783
11,2.203
12,2.35
13,2.404
14,2.644
15,2.522
16,2.435
17,1.81
18,1.284
19,0.678
20,0.256
21,0.017
22,0.0
23,0.0
