hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.079
8,0.5
9,1.337
10,2.165
11,2.803
12,3.22
13,3.422
14,3.376
15,3.17
16,2.769
17,2.18
18,1.436
19,0.66
20,0.123
21,0.0
22,0.0
23,0.0
